"ID" "Region" "Type" "Afterschool" "Afterschool_time" "Tutoring_time" "Tutoring_amount" "Korean" "English" "Mathematics" "Computer" "Sex" "Nchildren" "Income" "Major"
760 1 1 1 12.666667 10.666667 999.444377 299.833313 279.844426 419.766638 0 2 2 7 5
761 3 1 1 3.333333 14 976.851836 0 329.540378 294.232481 0 2 2 7 1
762 2 1 1 6.333333 8 988.621135 282.463181 353.078977 353.078977 0 2 1 3 5
763 3 1 2 0 4.333333 239.86665 0 0 239.86665 0 2 3 3 1
764 4 2 2 0 0 0 0 0 0 0 1 2 2 3
765 4 1 1 6.666667 0 0 0 0 0 0 2 7 4 7
766 3 1 2 0 4 549.233964 0 235.385985 313.847979 0 2 2 3 6
767 4 2 2 0 0 0 0 0 0 0 1 2 6 3
768 3 1 1 1.333333 0 0 0 0 0 0 2 3 4 8
769 3 1 1 2 23 935.479937 239.86665 359.799976 335.813311 0 1 2 6 6
770 4 2 1 3.333333 0 0 0 0 0 0 2 3 8 3
771 2 1 2 0 32 803.553279 0 359.799976 299.833313 0 1 2 3 2
772 3 2 2 0 20 353.078977 0 0 0 0 1 2 3 4
773 2 1 1 6 7 455.746636 0 0 455.746636 0 1 2 3 5
774 4 1 2 0 0 0 0 0 0 0 2 3 4 1
775 4 1 2 0 0 0 0 0 0 0 1 2 6 9
776 1 1 2 0 8 1519.155453 559.688851 0 959.466602 0 1 2 6 6
777 4 2 1 5 4.666667 79.95555 0 0 0 0 1 3 3 9
778 2 1 1 1 6 1175.346587 0 587.673294 587.673294 0 2 2 7 7
779 4 1 1 0.333333 6 294.232481 0 0 294.232481 0 1 3 6 9
780 4 1 1 2 0 0 0 0 0 0 2 2 2 11
781 3 2 1 3 0 0 0 0 0 0 2 2 2 2
782 3 1 1 6.666667 0 10.105239 0 0 0 0 2 2 3 1
783 3 2 2 0 0 0 0 0 0 0 1 1 2 3
784 3 2 1 7.333333 0 0 0 0 0 0 1 3 1 9
785 2 2 2 0 0 0 0 0 0 0 1 2 4 11
786 3 1 2 0 18 1547.139895 299.833313 455.746636 455.746636 0 1 2 8 6
787 4 1 1 3.333333 0 0 0 0 0 0 2 3 4 5
788 2 1 1 4 0 0 0 0 0 0 2 2 5 11
789 1 1 2 0 14.666667 1553.547498 290.309381 470.771969 510.002967 0 1 2 8 11
790 3 1 2 0 10 1451.546905 0 0 784.619949 313.847979 1 1 5 8
791 2 1 1 8 6.333333 1176.929923 470.771969 353.078977 353.078977 0 2 2 8 6
792 4 1 1 2 3 299.833313 0 0 299.833313 0 2 3 5 3
793 3 1 1 3.333333 0 0 0 0 0 0 2 3 5 11
794 1 1 2 0 7.333333 659.633289 239.86665 0 419.766638 0 2 1 7 1
795 3 1 1 0.666667 1.333333 196.154987 0 0 196.154987 0 1 2 7 9
796 2 1 2 0 4.333333 443.753303 59.966663 263.853315 59.966663 0 2 2 7 11
797 4 1 1 0.666667 10 176.539488 0 0 0 0 1 2 4 2
798 1 1 2 0 13 1319.266577 359.799976 0 959.466602 0 1 1 8 9
799 3 1 1 4 7.333333 647.311458 235.385985 58.846496 235.385985 0 2 3 3 11
800 3 1 2 0 20 258.924583 0 0 0 0 2 3 2 4
801 3 1 2 0 19.666667 1071.00623 270.693882 384.463775 384.463775 0 2 1 5 3
802 4 2 1 4 0 0 0 0 0 0 2 4 8 3
803 3 1 2 0 6.666667 717.927253 317.771079 400.156174 0 0 2 2 8 3
804 4 1 1 1.666667 0 0 0 0 0 0 2 2 5 2
805 2 1 1 8 15 753.235151 0 353.078977 294.232481 0 1 2 8 6
806 3 1 1 5 0 0 0 0 0 0 1 2 4 3
807 2 1 2 0 0 0 0 0 0 0 1 2 3 3
808 2 2 2 0 0 0 0 0 0 0 2 1 2 2
809 4 1 1 5.666667 7 779.566614 0 299.833313 479.733301 0 2 2 5 9
810 3 1 1 8 18 635.646624 0 275.846648 0 0 1 3 6 2
811 2 1 1 2 10 1439.199903 479.733301 479.733301 479.733301 0 1 3 5 1
812 3 1 1 1 6 1139.36659 0 599.666626 539.699963 0 2 2 6 9
813 1 1 2 0 12 863.519942 0 431.759971 431.759971 0 1 2 8 2
814 4 1 2 0 0 0 0 0 0 0 1 2 1 2
815 3 1 2 0 14.333333 823.850946 235.385985 294.232481 294.232481 0 1 1 6 9
816 3 1 1 1 8 353.078977 0 353.078977 0 0 2 4 3 11
817 3 1 1 4 0 0 0 0 0 0 2 2 1 7
818 3 1 1 9.333333 0 0 0 0 0 0 1 2 5 11
819 3 1 1 4.333333 15 263.204407 0 0 0 0 1 3 1 2
820 4 1 1 9.333333 0 0 0 0 0 0 2 2 4 4
821 3 2 2 0 3 287.839981 0 0 0 287.839981 2 3 6 1
822 3 1 1 3.666667 2.666667 559.688851 0 279.844426 279.844426 0 1 2 7 1
823 3 1 2 0 0 0 0 0 0 0 1 1 2 9
824 3 1 1 5.333333 0 0 0 0 0 0 2 3 3 1
825 1 1 2 0 20 1379.23324 239.86665 419.766638 719.599951 0 1 2 7 11
826 3 1 2 0 2 494.310568 0 0 0 0 2 2 8 2
827 2 1 1 3.333333 9 783.564391 0 111.93777 671.626621 0 2 3 1 9
828 2 1 2 0 17 823.542167 0 367.795531 455.746636 0 2 2 5 7
829 3 2 2 0 0 0 0 0 0 0 2 2 2 6
830 1 1 2 0 20 823.850946 0 0 0 0 1 1 3 9
831 2 1 1 2.333333 8 599.666626 0 299.833313 299.833313 0 1 2 8 8
832 2 1 1 8 9 1079.399927 239.86665 359.799976 479.733301 0 2 2 5 1
833 2 1 2 0 14.666667 863.081943 196.154987 313.847979 353.078977 0 2 2 8 5
834 3 1 2 0 0 0 0 0 0 0 2 2 4 11
835 1 2 2 0 0 0 0 0 0 0 1 2 3 3
836 2 1 2 0 4 479.733301 0 0 479.733301 0 2 2 4 5
837 4 2 2 0 10 411.925473 0 0 0 0 2 4 3 9
838 4 1 1 3.666667 10 923.486604 203.886653 359.799976 359.799976 0 1 2 5 6
839 2 1 1 8 6 1199.333252 0 0 0 0 1 2 8 4
840 2 1 1 10 1 353.078977 0 0 0 0 2 3 4 4
841 4 1 2 0 10 623.653291 0 323.819978 299.833313 0 2 3 2 2
842 4 1 1 4.333333 0 0 0 0 0 0 2 3 1 11
843 3 1 2 0 8 627.695959 98.077494 58.846496 470.771969 0 2 2 6 5
844 2 1 1 0.666667 0 0 0 0 0 0 2 3 6 4
845 4 1 2 0 0 0 0 0 0 0 1 2 2 3
846 2 1 1 6.333333 4 411.925473 0 0 411.925473 0 2 1 8 6
847 4 2 2 0 0 0 0 0 0 0 2 3 3 1
848 4 1 1 6 5 1079.399927 0 539.699963 539.699963 0 1 3 5 6
849 3 1 1 1.666667 0 0 0 0 0 0 1 2 3 9
850 3 2 2 0 4 435.357971 0 0 0 0 2 2 4 2
851 2 2 2 0 0 0 0 0 0 0 2 2 4 11
852 2 1 1 4 5.333333 392.309974 0 196.154987 196.154987 0 1 2 1 8
853 1 1 2 0 0 0 0 0 0 0 1 1 8 6
854 4 1 1 1.666667 0 0 0 0 0 0 1 2 1 6
855 4 1 2 0 12 529.618465 0 0 0 0 2 2 3 4
856 4 2 1 6 0 0 0 0 0 0 2 3 8 7
857 1 1 2 0 14 1000.390434 0 0 0 0 1 2 5 4
858 1 1 2 0 0 0 0 0 0 0 2 1 3 7
859 3 2 2 0 23 1129.852726 0 447.233371 353.078977 329.540378 2 2 4 6
860 2 1 1 4 2.666667 178.893348 37.661758 0 141.231591 0 2 2 5 6
861 3 1 2 0 0 0 0 0 0 0 1 1 4 4
862 3 1 1 5 0 0 0 0 0 0 2 1 2 1
863 4 2 2 0 0 0 0 0 0 0 1 2 2 3
864 3 1 1 5 2 235.385985 0 117.692992 117.692992 0 1 2 5 9
865 3 1 2 0 0 0 0 0 0 0 2 3 1 3
866 2 1 2 0 9 459.744413 0 275.846648 183.897765 0 1 2 6 6
867 1 2 1 14 0 0 0 0 0 0 2 2 1 11
868 1 1 2 0 6 619.655514 0 0 0 0 1 2 5 2
869 3 1 2 0 5.333333 239.86665 0 239.86665 0 0 1 3 3 9
870 2 1 2 0 0 0 0 0 0 0 1 2 3 3
871 2 1 2 0 35 1000.390434 235.385985 0 235.385985 0 1 2 8 9
872 2 1 2 0 10 459.00267 153.00089 153.00089 153.00089 0 2 1 6 11
873 2 1 1 8 0 0 0 0 0 0 1 2 8 6
874 2 1 1 5 0.666667 399.777751 0 399.777751 0 0 1 2 5 6
875 4 2 2 0 0 0 0 0 0 0 1 2 7 3
876 3 1 1 5 0 0 0 0 0 0 1 2 4 8
877 4 1 1 4 0 0 0 0 0 0 1 2 4 1
878 2 1 1 8 0 0 0 0 0 0 1 2 7 3
879 4 1 1 4 0 0 0 0 0 0 2 3 2 2
880 3 1 1 2 6 419.766638 0 0 0 0 2 2 2 2
881 4 1 1 4 0 0 0 0 0 0 1 2 3 11
882 1 1 2 0 4.666667 1711.048773 0 0 0 0 1 2 6 4
883 3 1 2 0 5 765.00445 0 0 0 0 1 2 8 4
884 4 1 1 3 2 564.926363 0 282.463181 282.463181 0 1 3 3 2
885 1 1 2 0 9.333333 886.620542 0 298.15558 588.464961 0 2 2 6 4
886 1 1 2 0 9 706.157954 0 353.078977 353.078977 0 1 2 3 1
887 1 1 2 0 0 0 0 0 0 0 1 1 8 9
888 4 1 2 0 0 0 0 0 0 0 1 2 5 8
889 3 1 1 4 5.666667 839.533277 0 359.799976 479.733301 0 2 2 5 11
890 4 1 1 10 0 0 0 0 0 0 1 2 1 8
891 2 1 2 0 0 0 0 0 0 0 2 2 8 7
892 4 1 1 20 4 131.926658 65.963329 65.963329 0 0 2 3 4 1
893 3 1 2 0 15 959.466602 0 0 0 0 2 2 3 4
894 3 1 2 0 0 0 0 0 0 0 2 2 5 3
895 4 1 1 0.666667 3 376.617575 0 0 376.617575 0 2 2 8 7
896 4 1 1 4 6.666667 447.233371 0 235.385985 211.847386 0 2 2 2 5
897 1 1 1 1.333333 0 0 0 0 0 0 1 3 3 5
898 3 1 1 6 0 0 0 0 0 0 1 3 8 3
899 4 1 1 3.666667 0 0 0 0 0 0 1 2 5 3
900 2 1 1 4 0 0 0 0 0 0 1 3 2 9
901 4 1 1 9.333333 0 0 0 0 0 0 2 3 8 3
902 3 1 2 0 14 561.395573 0 311.10181 250.293764 0 1 3 5 4
903 3 1 1 3.333333 2 479.733301 0 0 479.733301 0 1 2 6 7
904 2 1 2 0 43.333333 972.928736 0 0 0 0 2 2 3 4
905 2 1 1 8 9.333333 635.646624 0 299.833313 335.813311 0 1 1 3 9
906 2 1 1 6.666667 4 117.692992 0 0 117.692992 0 2 4 6 11
907 2 1 1 5.666667 0 0 0 0 0 0 2 2 1 3
908 1 2 2 0 3 467.739968 0 59.966663 347.806643 0 1 2 4 8
909 1 1 2 0 0 0 0 0 0 0 2 2 4 3
910 2 1 1 9.333333 5 368.771376 0 0 368.771376 0 1 2 3 3
911 3 1 2 0 0 0 0 0 0 0 1 1 3 2
912 2 1 1 8 9 499.722188 0 199.888875 299.833313 0 1 2 5 8
913 2 2 1 8 0 0 0 0 0 0 1 3 5 3
914 3 1 2 0 0 27.711405 0 0 0 0 2 2 6 11
915 2 2 1 3 0 0 0 0 0 0 1 2 2 9
916 4 1 2 0 0 0 0 0 0 0 1 3 6 11
917 3 1 2 0 11.666667 1111.382147 299.833313 219.877763 439.755526 0 2 3 5 5
918 1 1 1 1 19 263.853315 0 0 0 0 2 2 1 3
919 4 1 1 9.666667 0 0 0 0 0 0 1 2 4 8
920 2 2 2 0 0 0 0 0 0 0 1 3 1 2
921 2 1 2 0 12 1059.236931 235.385985 411.925473 411.925473 0 1 2 4 7
922 4 1 1 0.666667 5 156.92399 0 0 117.692992 0 2 3 7 6
923 3 1 2 0 12 1205.329918 305.829979 299.833313 599.666626 0 2 2 6 1
924 2 2 2 0 4 353.078977 0 353.078977 0 0 2 2 3 4
925 3 1 2 0 0 0 0 0 0 0 2 2 5 5
926 2 1 2 0 0 0 0 0 0 0 2 3 8 4
927 3 1 1 3.333333 8 479.733301 0 0 479.733301 0 1 1 4 11
928 3 1 1 5.333333 3 359.799976 0 0 359.799976 0 2 2 4 7
929 1 2 1 1.333333 0 0 0 0 0 0 1 1 8 6
930 3 1 2 0 6 353.078977 0 0 353.078977 0 2 2 4 4
931 3 1 1 7.333333 1.666667 999.444377 0 0 0 0 1 2 5 7
932 3 1 1 6 5 353.078977 0 176.539488 176.539488 0 1 2 7 9
933 3 1 1 0.666667 6.333333 898.389841 376.617575 0 196.154987 0 2 2 8 8
934 4 1 1 2.666667 10 659.633289 0 359.799976 299.833313 0 2 3 5 6
935 4 1 2 0 6.666667 1196.545422 784.619949 0 411.925473 0 2 2 6 6
936 4 2 1 0.666667 5 303.431313 181.099321 61.165996 61.165996 0 1 2 1 9
937 4 1 1 3.333333 1 59.966663 0 0 0 0 1 4 2 4
938 3 1 1 2 18.333333 839.533277 0 419.766638 419.766638 0 1 1 5 4
939 3 1 1 3 2 176.539488 0 176.539488 0 0 2 2 4 5
940 2 1 1 2.666667 13 875.513274 0 359.799976 359.799976 0 2 3 2 5
941 3 1 2 0 0 0 0 0 0 0 2 3 1 4
942 2 1 1 6.666667 0 0 0 0 0 0 1 2 8 9
943 3 1 2 0 9 359.799976 0 0 0 0 2 1 3 4
944 3 1 1 4 9 719.599951 0 359.799976 359.799976 0 1 2 5 1
945 4 1 1 2 5 1139.36659 0 479.733301 479.733301 0 2 3 5 11
946 3 1 2 0 6.666667 588.464961 0 353.078977 0 0 1 2 2 2
947 2 1 2 0 4.666667 886.620542 98.077494 494.310568 294.232481 0 2 2 6 6
948 2 1 2 0 21.666667 1608.470895 294.232481 529.618465 588.464961 0 2 3 8 4
949 3 2 1 2 0 0 0 0 0 0 1 2 1 3
950 3 1 1 1 7 470.771969 0 0 353.078977 0 2 2 3 3
951 1 1 2 0 3 706.157954 0 0 0 706.157954 1 2 8 8
952 2 1 2 0 14 599.666626 0 299.833313 299.833313 0 2 2 3 11
953 4 1 2 0 0 0 0 0 0 0 1 3 5 4
954 2 1 1 8 11 1103.386592 143.91999 179.899988 779.566614 0 1 3 8 8
955 3 1 1 1.666667 4.333333 691.642485 21.184739 294.232481 256.570723 0 2 1 5 1
956 1 1 2 0 18 1248.080805 200.078087 200.078087 200.078087 0 1 1 3 9
957 3 1 2 0 11 1091.393259 263.853315 407.773306 419.766638 0 2 2 6 11
958 4 1 1 4 14 599.666626 0 299.833313 299.833313 0 2 2 6 2
959 2 1 2 0 9.333333 1098.467928 156.92399 235.385985 156.92399 0 2 2 7 5
960 4 1 1 3 6 1079.399927 599.666626 239.86665 119.933325 0 1 2 8 11
961 3 1 2 0 0 0 0 0 0 0 1 1 1 8
962 3 1 1 3.333333 8.666667 679.622176 0 455.746636 223.87554 0 1 2 3 6
963 4 1 2 0 0 0 0 0 0 0 2 2 3 1
964 1 1 1 2 16 2398.666504 599.666626 0 599.666626 0 2 2 8 3
965 2 1 2 0 7 470.771969 470.771969 0 0 0 2 3 2 1
966 4 1 2 0 0 249.402649 0 0 0 0 1 2 7 1
967 3 1 2 0 0 0 0 0 0 0 1 2 2 3
968 2 2 1 6 2 287.839981 287.839981 0 0 0 2 2 1 4
969 4 1 2 0 8 1118.083427 294.232481 258.924583 329.540378 0 2 1 8 1
970 2 2 2 0 0 0 0 0 0 0 2 2 5 6
971 2 1 1 2.333333 8 1165.160624 612.00356 0 553.157064 0 2 2 8 6
972 2 2 1 4 0 0 0 0 0 0 2 2 3 3
973 2 1 1 4.333333 0 0 0 0 0 0 2 2 4 8
974 3 1 2 0 10 1950.494022 376.617575 353.078977 411.925473 0 1 2 7 8
975 4 1 1 2.666667 6 294.232481 0 0 294.232481 0 1 2 1 9
976 3 1 2 0 7 455.746636 0 0 0 0 1 2 3 4
977 3 1 1 5.666667 0 0 0 0 0 0 1 2 6 5
978 2 1 1 1 2 359.799976 0 0 359.799976 0 2 3 5 3
979 3 1 1 0.333333 0 0 0 0 0 0 1 2 3 6
980 3 1 1 2.333333 0 0 0 0 0 0 1 2 8 3
981 4 1 2 0 0 0 0 0 0 0 2 2 1 2
982 3 2 2 0 3 35.307898 0 0 0 0 1 3 5 4
983 1 2 2 0 17 765.00445 0 294.232481 294.232481 0 2 3 7 4
984 3 1 2 0 17.333333 1379.23324 287.839981 359.799976 515.713298 0 2 2 7 1
985 3 1 1 8 9 671.626621 239.86665 215.879985 215.879985 0 2 2 5 11
986 1 1 1 1.666667 20 1079.399927 239.86665 239.86665 359.799976 0 1 2 4 6
987 2 1 1 3.333333 5.333333 699.611064 0 0 699.611064 0 2 3 3 1
988 4 1 1 3.666667 7 659.633289 0 359.799976 299.833313 0 2 2 8 1
989 3 2 1 1.333333 0 0 0 0 0 0 2 3 2 1
990 1 1 2 0 20 1785.010383 588.464961 490.387468 411.925473 0 2 2 7 3
991 4 1 1 8 0 0 0 0 0 0 2 4 3 1
992 4 1 2 0 10 719.599951 0 359.799976 359.799976 0 2 3 5 10
993 2 1 2 0 7.666667 627.651069 279.844426 299.833313 0 0 1 2 8 4
994 1 2 2 0 0 0 0 0 0 0 2 2 4 2
995 2 2 2 0 9 188.308788 0 0 0 0 1 2 7 2
996 3 1 1 4 6 299.833313 0 0 299.833313 0 2 2 5 3
997 3 1 2 0 0 0 0 0 0 0 1 2 8 6
998 3 1 1 5 7.666667 958.267269 0 299.833313 539.699963 0 2 2 6 9
999 3 1 1 5 4 239.86665 0 239.86665 0 0 1 3 2 7
1000 2 2 1 3.666667 2 79.95555 0 0 0 0 2 3 3 8
